gs_name	gene
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000275565
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000189058
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000157500
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000136044
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000163930
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000187796
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000013725
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000177830
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000172243
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000107874
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000133216
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000106462
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000180210
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000154451
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000206246
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000206314
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000213654
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000233490
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000234243
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000234508
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000236697
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000237052
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000130600
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000288237
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000100644
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000112115
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000127743
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000172458
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000112116
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000177663
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000115590
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000136244
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000025800
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000174697
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000186818
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000275730
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000276042
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000278279
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000278555
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000181751
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000112062
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000103313
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000208008
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207705
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207926
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207942
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000208017
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000283733
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000208006
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000284536
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000284443
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207568
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000284190
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207870
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207725
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000199075
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000199053
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000283604
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000199047
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000284010
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000288367
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000207757
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000271886
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000172936
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000167984
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000167634
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000274174
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000274571
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000275483
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000276804
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000277071
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000277179
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000277776
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000277786
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000278173
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000167207
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000007171
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000150593
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000179094
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000069764
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000276870
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000100078
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000105223
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000166428
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000186951
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000183668
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000103490
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000198053
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000168610
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000127666
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000136869
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000174130
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000204490
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000206439
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000223952
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000228321
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000228849
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000228978
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000230108
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000232810
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000095970
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	ENSG00000163874
GOBP_INFLAMMATORY_RESPONSE	ENSG00000175899
GOBP_INFLAMMATORY_RESPONSE	ENSG00000103222
GOBP_INFLAMMATORY_RESPONSE	ENSG00000278183
GOBP_INFLAMMATORY_RESPONSE	ENSG00000101986
GOBP_INFLAMMATORY_RESPONSE	ENSG00000173208
GOBP_INFLAMMATORY_RESPONSE	ENSG00000204574
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206490
GOBP_INFLAMMATORY_RESPONSE	ENSG00000225989
GOBP_INFLAMMATORY_RESPONSE	ENSG00000231129
GOBP_INFLAMMATORY_RESPONSE	ENSG00000232169
GOBP_INFLAMMATORY_RESPONSE	ENSG00000236149
GOBP_INFLAMMATORY_RESPONSE	ENSG00000236342
GOBP_INFLAMMATORY_RESPONSE	ENSG00000100997
GOBP_INFLAMMATORY_RESPONSE	ENSG00000159640
GOBP_INFLAMMATORY_RESPONSE	ENSG00000130234
GOBP_INFLAMMATORY_RESPONSE	ENSG00000078124
GOBP_INFLAMMATORY_RESPONSE	ENSG00000262970
GOBP_INFLAMMATORY_RESPONSE	ENSG00000213088
GOBP_INFLAMMATORY_RESPONSE	ENSG00000144648
GOBP_INFLAMMATORY_RESPONSE	ENSG00000102794
GOBP_INFLAMMATORY_RESPONSE	ENSG00000102575
GOBP_INFLAMMATORY_RESPONSE	ENSG00000115170
GOBP_INFLAMMATORY_RESPONSE	ENSG00000196839
GOBP_INFLAMMATORY_RESPONSE	ENSG00000151651
GOBP_INFLAMMATORY_RESPONSE	ENSG00000151388
GOBP_INFLAMMATORY_RESPONSE	ENSG00000281690
GOBP_INFLAMMATORY_RESPONSE	ENSG00000164742
GOBP_INFLAMMATORY_RESPONSE	ENSG00000121281
GOBP_INFLAMMATORY_RESPONSE	ENSG00000155897
GOBP_INFLAMMATORY_RESPONSE	ENSG00000127507
GOBP_INFLAMMATORY_RESPONSE	ENSG00000123146
GOBP_INFLAMMATORY_RESPONSE	ENSG00000181092
GOBP_INFLAMMATORY_RESPONSE	ENSG00000148926
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163485
GOBP_INFLAMMATORY_RESPONSE	ENSG00000128271
GOBP_INFLAMMATORY_RESPONSE	ENSG00000170425
GOBP_INFLAMMATORY_RESPONSE	ENSG00000282608
GOBP_INFLAMMATORY_RESPONSE	ENSG00000150594
GOBP_INFLAMMATORY_RESPONSE	ENSG00000169129
GOBP_INFLAMMATORY_RESPONSE	ENSG00000204305
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206320
GOBP_INFLAMMATORY_RESPONSE	ENSG00000229058
GOBP_INFLAMMATORY_RESPONSE	ENSG00000230514
GOBP_INFLAMMATORY_RESPONSE	ENSG00000231268
GOBP_INFLAMMATORY_RESPONSE	ENSG00000234729
GOBP_INFLAMMATORY_RESPONSE	ENSG00000237405
GOBP_INFLAMMATORY_RESPONSE	ENSG00000135744
GOBP_INFLAMMATORY_RESPONSE	ENSG00000144891
GOBP_INFLAMMATORY_RESPONSE	ENSG00000180772
GOBP_INFLAMMATORY_RESPONSE	ENSG00000269602
GOBP_INFLAMMATORY_RESPONSE	ENSG00000145192
GOBP_INFLAMMATORY_RESPONSE	ENSG00000204472
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206428
GOBP_INFLAMMATORY_RESPONSE	ENSG00000234836
GOBP_INFLAMMATORY_RESPONSE	ENSG00000235588
GOBP_INFLAMMATORY_RESPONSE	ENSG00000235985
GOBP_INFLAMMATORY_RESPONSE	ENSG00000237727
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163568
GOBP_INFLAMMATORY_RESPONSE	ENSG00000164022
GOBP_INFLAMMATORY_RESPONSE	ENSG00000106948
GOBP_INFLAMMATORY_RESPONSE	ENSG00000142208
GOBP_INFLAMMATORY_RESPONSE	ENSG00000161905
GOBP_INFLAMMATORY_RESPONSE	ENSG00000012779
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275565
GOBP_INFLAMMATORY_RESPONSE	ENSG00000132965
GOBP_INFLAMMATORY_RESPONSE	ENSG00000177119
GOBP_INFLAMMATORY_RESPONSE	ENSG00000135046
GOBP_INFLAMMATORY_RESPONSE	ENSG00000136250
GOBP_INFLAMMATORY_RESPONSE	ENSG00000131471
GOBP_INFLAMMATORY_RESPONSE	ENSG00000132842
GOBP_INFLAMMATORY_RESPONSE	ENSG00000132703
GOBP_INFLAMMATORY_RESPONSE	ENSG00000118137
GOBP_INFLAMMATORY_RESPONSE	ENSG00000158874
GOBP_INFLAMMATORY_RESPONSE	ENSG00000189058
GOBP_INFLAMMATORY_RESPONSE	ENSG00000130203
GOBP_INFLAMMATORY_RESPONSE	ENSG00000128335
GOBP_INFLAMMATORY_RESPONSE	ENSG00000128284
GOBP_INFLAMMATORY_RESPONSE	ENSG00000142192
GOBP_INFLAMMATORY_RESPONSE	ENSG00000157500
GOBP_INFLAMMATORY_RESPONSE	ENSG00000136044
GOBP_INFLAMMATORY_RESPONSE	ENSG00000119682
GOBP_INFLAMMATORY_RESPONSE	ENSG00000116539
GOBP_INFLAMMATORY_RESPONSE	ENSG00000130707
GOBP_INFLAMMATORY_RESPONSE	ENSG00000149311
GOBP_INFLAMMATORY_RESPONSE	ENSG00000088812
GOBP_INFLAMMATORY_RESPONSE	ENSG00000167601
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172232
GOBP_INFLAMMATORY_RESPONSE	ENSG00000278624
GOBP_INFLAMMATORY_RESPONSE	ENSG00000086062
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163930
GOBP_INFLAMMATORY_RESPONSE	ENSG00000113916
GOBP_INFLAMMATORY_RESPONSE	ENSG00000161940
GOBP_INFLAMMATORY_RESPONSE	ENSG00000186716
GOBP_INFLAMMATORY_RESPONSE	ENSG00000100739
GOBP_INFLAMMATORY_RESPONSE	ENSG00000168398
GOBP_INFLAMMATORY_RESPONSE	ENSG00000110330
GOBP_INFLAMMATORY_RESPONSE	ENSG00000023445
GOBP_INFLAMMATORY_RESPONSE	ENSG00000095585
GOBP_INFLAMMATORY_RESPONSE	ENSG00000125845
GOBP_INFLAMMATORY_RESPONSE	ENSG00000153162
GOBP_INFLAMMATORY_RESPONSE	ENSG00000138696
GOBP_INFLAMMATORY_RESPONSE	ENSG00000141867
GOBP_INFLAMMATORY_RESPONSE	ENSG00000109743
GOBP_INFLAMMATORY_RESPONSE	ENSG00000010671
GOBP_INFLAMMATORY_RESPONSE	ENSG00000184163
GOBP_INFLAMMATORY_RESPONSE	ENSG00000082196
GOBP_INFLAMMATORY_RESPONSE	ENSG00000198535
GOBP_INFLAMMATORY_RESPONSE	ENSG00000205502
GOBP_INFLAMMATORY_RESPONSE	ENSG00000125730
GOBP_INFLAMMATORY_RESPONSE	ENSG00000171860
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206340
GOBP_INFLAMMATORY_RESPONSE	ENSG00000227746
GOBP_INFLAMMATORY_RESPONSE	ENSG00000244207
GOBP_INFLAMMATORY_RESPONSE	ENSG00000244731
GOBP_INFLAMMATORY_RESPONSE	ENSG00000204319
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206264
GOBP_INFLAMMATORY_RESPONSE	ENSG00000224389
GOBP_INFLAMMATORY_RESPONSE	ENSG00000224639
GOBP_INFLAMMATORY_RESPONSE	ENSG00000228267
GOBP_INFLAMMATORY_RESPONSE	ENSG00000228454
GOBP_INFLAMMATORY_RESPONSE	ENSG00000236625
GOBP_INFLAMMATORY_RESPONSE	ENSG00000106804
GOBP_INFLAMMATORY_RESPONSE	ENSG00000197405
GOBP_INFLAMMATORY_RESPONSE	ENSG00000134830
GOBP_INFLAMMATORY_RESPONSE	ENSG00000110680
GOBP_INFLAMMATORY_RESPONSE	ENSG00000064989
GOBP_INFLAMMATORY_RESPONSE	ENSG00000183049
GOBP_INFLAMMATORY_RESPONSE	ENSG00000162545
GOBP_INFLAMMATORY_RESPONSE	ENSG00000152495
GOBP_INFLAMMATORY_RESPONSE	ENSG00000255501
GOBP_INFLAMMATORY_RESPONSE	ENSG00000105483
GOBP_INFLAMMATORY_RESPONSE	ENSG00000187796
GOBP_INFLAMMATORY_RESPONSE	ENSG00000137752
GOBP_INFLAMMATORY_RESPONSE	ENSG00000204403
GOBP_INFLAMMATORY_RESPONSE	ENSG00000196954
GOBP_INFLAMMATORY_RESPONSE	ENSG00000137757
GOBP_INFLAMMATORY_RESPONSE	ENSG00000108702
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172156
GOBP_INFLAMMATORY_RESPONSE	ENSG00000181374
GOBP_INFLAMMATORY_RESPONSE	ENSG00000276409
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277236
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275528
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275718
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275095
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275152
GOBP_INFLAMMATORY_RESPONSE	ENSG00000102970
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275385
GOBP_INFLAMMATORY_RESPONSE	ENSG00000278006
GOBP_INFLAMMATORY_RESPONSE	ENSG00000278167
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172724
GOBP_INFLAMMATORY_RESPONSE	ENSG00000108691
GOBP_INFLAMMATORY_RESPONSE	ENSG00000115009
GOBP_INFLAMMATORY_RESPONSE	ENSG00000137077
GOBP_INFLAMMATORY_RESPONSE	ENSG00000102962
GOBP_INFLAMMATORY_RESPONSE	ENSG00000274736
GOBP_INFLAMMATORY_RESPONSE	ENSG00000276114
GOBP_INFLAMMATORY_RESPONSE	ENSG00000106178
GOBP_INFLAMMATORY_RESPONSE	ENSG00000131142
GOBP_INFLAMMATORY_RESPONSE	ENSG00000006606
GOBP_INFLAMMATORY_RESPONSE	ENSG00000274221
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277632
GOBP_INFLAMMATORY_RESPONSE	ENSG00000278567
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277336
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277768
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277796
GOBP_INFLAMMATORY_RESPONSE	ENSG00000276085
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275302
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275824
GOBP_INFLAMMATORY_RESPONSE	ENSG00000277943
GOBP_INFLAMMATORY_RESPONSE	ENSG00000271503
GOBP_INFLAMMATORY_RESPONSE	ENSG00000274233
GOBP_INFLAMMATORY_RESPONSE	ENSG00000108688
GOBP_INFLAMMATORY_RESPONSE	ENSG00000108700
GOBP_INFLAMMATORY_RESPONSE	ENSG00000136999
GOBP_INFLAMMATORY_RESPONSE	ENSG00000104415
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163823
GOBP_INFLAMMATORY_RESPONSE	ENSG00000121807
GOBP_INFLAMMATORY_RESPONSE	ENSG00000183625
GOBP_INFLAMMATORY_RESPONSE	ENSG00000183813
GOBP_INFLAMMATORY_RESPONSE	ENSG00000160791
GOBP_INFLAMMATORY_RESPONSE	ENSG00000112486
GOBP_INFLAMMATORY_RESPONSE	ENSG00000126353
GOBP_INFLAMMATORY_RESPONSE	ENSG00000121797
GOBP_INFLAMMATORY_RESPONSE	ENSG00000170458
GOBP_INFLAMMATORY_RESPONSE	ENSG00000177575
GOBP_INFLAMMATORY_RESPONSE	ENSG00000134061
GOBP_INFLAMMATORY_RESPONSE	ENSG00000091972
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163606
GOBP_INFLAMMATORY_RESPONSE	ENSG00000206531
GOBP_INFLAMMATORY_RESPONSE	ENSG00000178562
GOBP_INFLAMMATORY_RESPONSE	ENSG00000135218
GOBP_INFLAMMATORY_RESPONSE	ENSG00000101017
GOBP_INFLAMMATORY_RESPONSE	ENSG00000102245
GOBP_INFLAMMATORY_RESPONSE	ENSG00000026508
GOBP_INFLAMMATORY_RESPONSE	ENSG00000196776
GOBP_INFLAMMATORY_RESPONSE	ENSG00000073754
GOBP_INFLAMMATORY_RESPONSE	ENSG00000013725
GOBP_INFLAMMATORY_RESPONSE	ENSG00000129226
GOBP_INFLAMMATORY_RESPONSE	ENSG00000110651
GOBP_INFLAMMATORY_RESPONSE	ENSG00000153283
GOBP_INFLAMMATORY_RESPONSE	ENSG00000179776
GOBP_INFLAMMATORY_RESPONSE	ENSG00000155111
GOBP_INFLAMMATORY_RESPONSE	ENSG00000129596
GOBP_INFLAMMATORY_RESPONSE	ENSG00000245848
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172216
GOBP_INFLAMMATORY_RESPONSE	ENSG00000139610
GOBP_INFLAMMATORY_RESPONSE	ENSG00000149187
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172292
GOBP_INFLAMMATORY_RESPONSE	ENSG00000133048
GOBP_INFLAMMATORY_RESPONSE	ENSG00000134216
GOBP_INFLAMMATORY_RESPONSE	ENSG00000177830
GOBP_INFLAMMATORY_RESPONSE	ENSG00000175264
GOBP_INFLAMMATORY_RESPONSE	ENSG00000175040
GOBP_INFLAMMATORY_RESPONSE	ENSG00000140835
GOBP_INFLAMMATORY_RESPONSE	ENSG00000213341
GOBP_INFLAMMATORY_RESPONSE	ENSG00000179583
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172243
GOBP_INFLAMMATORY_RESPONSE	ENSG00000134852
GOBP_INFLAMMATORY_RESPONSE	ENSG00000092009
GOBP_INFLAMMATORY_RESPONSE	ENSG00000174600
GOBP_INFLAMMATORY_RESPONSE	ENSG00000118432
GOBP_INFLAMMATORY_RESPONSE	ENSG00000188822
GOBP_INFLAMMATORY_RESPONSE	ENSG00000060566
GOBP_INFLAMMATORY_RESPONSE	ENSG00000147571
GOBP_INFLAMMATORY_RESPONSE	ENSG00000145708
GOBP_INFLAMMATORY_RESPONSE	ENSG00000132693
GOBP_INFLAMMATORY_RESPONSE	ENSG00000184371
GOBP_INFLAMMATORY_RESPONSE	ENSG00000182578
GOBP_INFLAMMATORY_RESPONSE	ENSG00000129170
GOBP_INFLAMMATORY_RESPONSE	ENSG00000077984
GOBP_INFLAMMATORY_RESPONSE	ENSG00000178585
GOBP_INFLAMMATORY_RESPONSE	ENSG00000109861
GOBP_INFLAMMATORY_RESPONSE	ENSG00000107874
GOBP_INFLAMMATORY_RESPONSE	ENSG00000006210
GOBP_INFLAMMATORY_RESPONSE	ENSG00000168329
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163739
GOBP_INFLAMMATORY_RESPONSE	ENSG00000169245
GOBP_INFLAMMATORY_RESPONSE	ENSG00000169248
GOBP_INFLAMMATORY_RESPONSE	ENSG00000156234
GOBP_INFLAMMATORY_RESPONSE	ENSG00000189377
GOBP_INFLAMMATORY_RESPONSE	ENSG00000081041
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163734
GOBP_INFLAMMATORY_RESPONSE	ENSG00000163735
GOBP_INFLAMMATORY_RESPONSE	ENSG00000124875
GOBP_INFLAMMATORY_RESPONSE	ENSG00000169429
GOBP_INFLAMMATORY_RESPONSE	ENSG00000138755
GOBP_INFLAMMATORY_RESPONSE	ENSG00000180871
GOBP_INFLAMMATORY_RESPONSE	ENSG00000186810
GOBP_INFLAMMATORY_RESPONSE	ENSG00000121966
GOBP_INFLAMMATORY_RESPONSE	ENSG00000172215
GOBP_INFLAMMATORY_RESPONSE	ENSG00000051523
GOBP_INFLAMMATORY_RESPONSE	ENSG00000165168
GOBP_INFLAMMATORY_RESPONSE	ENSG00000083799
GOBP_INFLAMMATORY_RESPONSE	ENSG00000137869
GOBP_INFLAMMATORY_RESPONSE	ENSG00000003137
GOBP_INFLAMMATORY_RESPONSE	ENSG00000173198
GOBP_INFLAMMATORY_RESPONSE	ENSG00000136848
GOBP_INFLAMMATORY_RESPONSE	ENSG00000134780
GOBP_INFLAMMATORY_RESPONSE	ENSG00000164535
GOBP_INFLAMMATORY_RESPONSE	ENSG00000099977
GOBP_INFLAMMATORY_RESPONSE	ENSG00000275003
GOBP_INFLAMMATORY_RESPONSE	ENSG00000177684
GOBP_INFLAMMATORY_RESPONSE	ENSG00000109016
